id	name	url	category_id	cat_caption	description	desc_tokens	desc_tokens_rake
22625637	"Платье ""Лилия"""	https://prom.ua/p22625637-product.html	35402	платья женские	размеры: 44, 46. материал: фрaнцузский трикoтaж. длина платья 44р от плечевого шва 80см.	['фрaнцузский трикoтaж', 'плечевой шов', 'размеры', 'платья', 'материал', 'длина', '80см']	['плечевого шва 80см', 'длина платья 44р', 'фрaнцузский трикoтaж', '46. материал', 'размеры', '44']
22649809	Платье 61 Ш. В расцветках	https://prom.ua/p22649809-product.html	35402	платья женские	размеры: s, ткань: плотный дайвинг цвета: черный, электрик, бежевый	['плотный дайвинг цвета', 'электрик', 'ткань', 'размеры', 's']	['плотный дайвинг цвета', 's', 'черный', 'электрик', 'размеры', 'ткань']
22649921	Платье У. Сюзи/ 1332 4747. Открытые плечи. В расцветках	https://prom.ua/p22649921-product.html	35402	платья женские	размеры: s, m, ткань- франц трикотаж цвета: электрик, ментол	['трикотаж цвета', 'электрик', 'франц', 'ткань', 'размеры', 'ментол', 's', 'm']	['ткань- франц трикотаж цвета', 'm', 's', 'электрик', 'размеры']
22649933	Платье Морриконе У	https://prom.ua/p22649933-product.html	35402	платья женские	цвета как на фото	['цвет', 'фото']	['цвета']
22650042	Платье бело-синее У 	https://prom.ua/p22650042-product.html	35402	платья женские		[]	[]
22650599	"Прокат детского карнавального костюма ""Гномик"" на мальчика 3-4 года"	https://prom.ua/p22650599-product.html	35402	платья женские	"сдам прокат детский карнавальный костюм ""гномик"" на мальчика 3-4 лет."	['детский карнавальный костюм', 'прокат', 'мальчик', 'годы', 'гномик']	"[""сдам прокат детский карнавальный костюм `` гномик ''"", 'мальчика 3-4 лет']"
22653947	Форма для выпечки Granchio Lilla 88542	https://prom.ua/p22653947-product.html	15030701	матрасы	форма для выпечки granchio lilla 88542 ассортименте: форма 88542 - 20 20 см - 72 грн. форма 88543 - 27 27 см - 133 грн. давних времен керамическая посуда высоко ценилась людьми за ее удивительную способность так чудесно проводить сохранять тепло. коллекция green ceramica от granchio напомнит вам том, что все простое поистине гениально! посуда нетоксична, химически неактивна абсолютно безопасна для здоровья. изготовлена из натуральной экологически чистой глины, способной аккумулировать равномерно распределять тепло, сохраняя приготавливаемой пище большую часть питательных веществ ароматов. можно использовать морозильной камере, микроволновой печи духовке. посуду можно достать из морозилки, поставить разогретую до +250°с духовку, оттуда сразу на стол. сохраняет тепло блюда невероятно долго. устойчива использованию металлических кухонных принадлежностей. покрыта высокопрочной глазурью, устойчивой образованию царапин трещин. ее прочность настолько высока, что вы можете резать пищу внутри посуды без риска повредить ее поверхность. легка уходе, можно мыть посудомоечной машине. ручки облегчают извлечение посуды из духовки помощью прихваток. современный функциональный дизайн.	['форма', 'посуда', 'духовка', 'устойчивая образование царапин трещин', 'современный функциональный дизайн', 'питательные вещества ароматов', 'металлические кухонные принадлежности', 'коллекция green ceramica', 'выпечка granchio lilla', 'чистая глина', 'удивительная способность', 'приготавливаемая пища', 'посудомоечная машина', 'помощь прихваток', 'морозильная камера', 'микроволновой печи', 'керамическая посуда', 'извлечение посуды', 'давние времена', 'высокопрочная глазурь', 'большая часть', '88542 ассортименте', 'уход', 'стол', 'ручка', 'риск', 'прочность', 'поверхность', 'пища', 'морозилка', 'люди', 'использование', 'здоровье', 'блюдо', 'granchio', '250°с']	['сохраняя приготавливаемой пище большую часть питательных веществ ароматов', 'давних времен керамическая посуда высоко ценилась людьми', 'устойчива использованию металлических кухонных принадлежностей', 'способной аккумулировать равномерно распределять тепло', 'сохраняет тепло блюда невероятно долго', 'можете резать пищу внутри посуды', 'выпечки granchio lilla 88542 ассортименте', 'чудесно проводить сохранять тепло', 'ручки облегчают извлечение посуды', 'химически неактивна абсолютно безопасна', 'устойчивой образованию царапин трещин', 'натуральной экологически чистой глины', 'духовки помощью прихваток', 'мыть посудомоечной машине', 'покрыта высокопрочной глазурью', 'микроволновой печи духовке', 'прочность настолько высока', 'использовать морозильной камере', 'коллекция green ceramica', 'современный функциональный дизайн', 'простое поистине гениально', 'посуда нетоксична', 'granchio напомнит', 'удивительную способность', 'оттуда сразу', 'риска повредить', 'легка уходе', '+250°с духовку', 'поставить разогретую', 'форма 88542', '20 20 см', '27 27 см', 'форма 88543', '72 грн', '133 грн', 'стол', 'достать', 'поверхность', 'здоровья', 'изготовлена', 'посуду', 'форма', 'морозилки']
22655245	"Стильное молодёжное офисное платье ""Стелла"" в расцветках"	https://prom.ua/p22655245-product.html	35402	платья женские	"стильное молодёжное офисное платье ""стелла"" расцветках. артикул: 234. размеры: s, m. длина: 83 см. ткань: хлопок-стрейч. расцветки платья: мята, чёрный."	['стильное молодёжное офисное платье', 'хлопок-стрейч', 'ткань', 'стелла', 'расцветки', 'расцветка', 'размеры', 'платья', 'длина', 'артикул', 's', 'm']	"[""стильное молодёжное офисное платье `` стелла '' расцветках"", 'расцветки платья', 'm. длина', '234. размеры', '83 см', 's', 'артикул', 'мята', 'чёрный', 'хлопок-стрейч', 'ткань']"
22658945	Кеды Лабутен черные кожаные Louboutin KCL-0008	https://prom.ua/p22658945-product.html	3220713	кроссовки, кеды повседневные	кеды louboutin kcl-0008 спортивный стиль от christian louboutin! очень стильные модные кеды louboutin заметно выделят вас среди других! вас ждут доступные цены продажа эксклюзивных вещей онлайн магазине. товары бренда легкие чрезвычайно изысканные, элегантные очаровательные модели, от которых веет настоящим стилем грацией. роскошные вещи, которые всегда вы легкостью можете найти нас. заказывайте, доставка действует по всей украине! кеды louboutin kcl-0008 материал - натуральная кожа размеры - 34-40 цвет - черный свяжитесь нами: +38 (066) 140-20-87 +38 (093) 325-14-83 +38 (067) 379-65-18 web: http://real-pearl.uaprom.net/ e-mail: op2pearl@gmail.ru skype: realpearl.ua	['кеды louboutin kcl-0008', 'стильные модные кеды louboutin', 'элегантные очаровательные модель', 'эксклюзивные вещи', 'товары бренда', 'спортивный стиль', 'роскошные вещи', 'натуральная кожа', 'настоящий стиль', 'доступные цены', 'вся украина', 'op2pearl@gmail.ru skype', 'christian louboutin', 'цвет', 'размеры', 'продажа', 'онлайн', 'материал', 'магазин', 'лёгкость', 'лёгкие', 'доставка', 'грация', 'web', 'realpearl.ua', 'http://real-pearl.uaprom.net', 'e-mail']	['ждут доступные цены продажа эксклюзивных вещей онлайн магазине', 'очень стильные модные кеды louboutin заметно выделят', 'товары бренда легкие чрезвычайно изысканные', 'которых веет настоящим стилем грацией', 'кеды louboutin kcl-0008 спортивный стиль', 'кеды louboutin kcl-0008 материал', 'легкостью можете найти', 'натуральная кожа размеры', 'элегантные очаровательные модели', 'черный свяжитесь нами', 'christian louboutin', 'среди других', '34-40 цвет', 'доставка действует', '//real-pearl.uaprom.net/ e-mail', 'роскошные вещи', 'gmail.ru skype', 'всей украине', '379-65-18 web', '325-14-83 +38', '140-20-87 +38', 'http', 'которые', 'op2pearl', 'заказывайте', '+38', '067', '066', '093']
22674129	Продается продольно-фрезерный станок 6625У   	https://prom.ua/p22674129-product.html	801222	шины	организация реализует 6625у - продольно-фрезерный станок б/у, 1981 г.в. стол - 2500х8000 мм. комплектном состоянии. дополнительная информация фотографии по запросу на сайте титанпром.ру	['продольно-фрезерный станок', 'комплектный состояние', 'дополнительная информация', 'фотографии', 'титанпром.р', 'стол', 'сайт', 'организация', 'запрос', '6625']	['продольно-фрезерный станок б/у', 'организация реализует 6625у', 'дополнительная информация фотографии', 'комплектном состоянии', '2500х8000 мм', '1981 г.в', 'стол', 'запросу']
22678950	Ровимикс Е50, ЕС 	https://prom.ua/p22678950-product.html	35402	платья женские	ровимикс е50, ес (витамин е) является неотьемлемой частью сбалансированного корма для животных.	['сбалансированный корм', 'часть', 'ровимикс', 'неотьемлема', 'животные', 'ес', 'витамин']	['является неотьемлемой частью сбалансированного корма', 'ровимикс е50', 'витамин е', 'животных', 'ес']
22698367	Платье 3-97а	https://prom.ua/p22698367-product.html	35402	платья женские	42.44.46	[]	[]
22731831	Платье женское Mikos	https://prom.ua/p22731831-product.html	35402	платья женские	mikos 0511 плаття джинс mikos 0511 плаття джинс mikos 0511 плаття джинс xl mikos 0511 плаття джинс xxl mikos 0511 плаття коричневий mikos 0511 плаття коричневий mikos 0511 плаття коричневий xl mikos 0511 плаття коричневий xxl mikos 0511 плаття сірий mikos 0511 плаття сірий mikos 0511 плаття сірий xl mikos 0511 плаття сірий xxl	['mikos', 'сірии mikos', 'коричневий mikos', 'джинс mikos', 'коричневий xxl mikos', 'джинс xxl mikos', 'сірии xxl', 'сірии', 'коричневий', 'джинс']	[]
22732889	Платье вязаное Mikos	https://prom.ua/p22732889-product.html	35402	платья женские	mikos 0996 плаття беж mikos 0996 плаття беж mikos 0996 плаття беж mikos 0996 плаття беж xl mikos 0996 плаття екрі mikos 0996 плаття екрі mikos 0996 плаття екрі mikos 0996 плаття екрі xl mikos 0996 плаття кораловий mikos 0996 плаття кораловий mikos 0996 плаття кораловий mikos 0996 плаття кораловийі xl mikos 0996 плаття сірий mikos 0996 плаття сірий mikos 0996 плаття сірий mikos 0996 плаття сірий xl mikos 0996 плаття смарагд mikos 0996 плаття смарагд mikos 0996 плаття смарагд mikos 0996 плаття смарагд xl	['mikos', 'сірии mikos', 'смарагд mikos', 'кораловия mikos', 'беж mikos', 'сірии', 'смарагд']	[]
22753326	"Элегантное женское коктейльное платье ""Энигма"" в расцветках"	https://prom.ua/p22753326-product.html	35402	платья женские	"элегантное женское коктейльное платье ""энигма"" расцветках. артикул: 1297. размеры: s, m, l. длина: 83 см. ткань: французский трикотаж, органза. расцветки платья - чёрный, молочный. рост модели: 183 см."	['элегантное женское коктейльное платье', 'французский трикотаж', 'рост модели', 'энигма', 'ткань', 'расцветки', 'расцветка', 'размеры', 'платья', 'органза', 'длина', 'артикул', 's', 'm', 'l']	"[""элегантное женское коктейльное платье `` энигма '' расцветках"", 'французский трикотаж', 'рост модели', 'расцветки платья', 'l. длина', '1297. размеры', '83 см', '183 см', 'm', 's', 'органза', 'молочный', 'артикул', 'чёрный', 'ткань']"
22754276	"Элегантное стильное коктейльное платье дайвинг ""Марго"" в расцветках"	https://prom.ua/p22754276-product.html	35402	платья женские	"элегантное стильное коктейльное платье ""марго"" расцветках. артикул: 0002. размеры: s, m. длитна: 90 см. ткань: тонкий трикотаж-дайвинг (эластан), гипюр. расцветки платья - фиолетовый, чёрный. рост модели: 183 см."	['элегантное стильное коктейльное платье', 'тонкий трикотаж-дайвинг', 'рост модели', 'эластан', 'ткань', 'расцветки', 'расцветка', 'размеры', 'платья', 'марго', 'гипюр', 'артикул', 's', 'm']	"[""элегантное стильное коктейльное платье `` марго '' расцветках"", 'm. длитна', 'рост модели', 'расцветки платья', 'тонкий трикотаж-дайвинг', '0002. размеры', '90 см', '183 см', 's', 'фиолетовый', 'гипюр', 'эластан', 'артикул', 'чёрный', 'ткань']"
22754994	"Платье ""Виринея"""	https://prom.ua/p22754994-product.html	35402	платья женские	размеры: 44, 46. материал: фрaнцузский трикoтaж. длина платья 86.5см, рукава 34.5см.	['фрaнцузский трикoтaж', 'рукава', 'размеры', 'платья', 'материал', 'длина', '86.5см', '34.5см']	['длина платья 86.5см', 'фрaнцузский трикoтaж', 'рукава 34.5см', '46. материал', 'размеры', '44']
22759681	Платье3- 97-кукуруза	https://prom.ua/p22759681-product.html	35402	платья женские	42.44.46	[]	[]
22776380	"Женская стильная спортивная кофта-лонгслив ""Franklin Marshall"""	https://prom.ua/p22776380-product.html	35402	платья женские	"женская стильная спортивная кофта-лонгслив ""franklin marshall"". артикул: 1041-2. размеры: s, m. длина: 56 см. ткань: плотный хлопок, вискоза (двухнить). рост модели: 183 см."	['женская стильная спортивная кофта-лонгслив', 'рост модели', 'плотный хлопок', 'franklin marshall', 'ткань', 'размеры', 'длина', 'двухнить', 'вискоза', 'артикул', 's', 'm']	"[""женская стильная спортивная кофта-лонгслив `` franklin marshall ''"", '1041-2. размеры', 'm. длина', 'рост модели', 'плотный хлопок', '183 см', '56 см', 's', 'двухнить', 'вискоза', 'артикул', 'ткань']"
22796912	Платье тан 73 (длинный рукав)	https://prom.ua/p22796912-product.html	35402	платья женские	42-44.44-46	[]	[]
22825443	Зеркало настенное 2 Сердца, 40х30 см	https://prom.ua/p22825443-product.html	35402	платья женские	характеристики: количество зеркал: 1 шт. материал: зеркальное органическое стекло (акрил) форма: оригинальная размер: 40x30 см тип: настенное упаковка, дхшхв: 420x400x10 мм упаковка, вес: 1000 гр тип крепления: двусторонний скотч общее: за счет уникальной технологии производства, края зеркала не острые, при падении – не бьется. размеры зеркала могут быть другими. цена меняется пропорционально размерам, но не ниже 150 грн. такая обыденная вещь как зеркало, вашем доме, может быть совершенно необычной. если вы хотите иметь абсолютно эксклюзивное зеркало, которого больше нет ни кого, обратите внимание на наши настенные фигурные зеркала из акрила. мы продаем изготавливаем под заказ настенные зеркала любой формы по цене ниже рыночной. акриловые зеркал потрясающая зеркальность ряд неоспоримых преимуществ: - они абсолютно безопасны. ударопрочность 5 раз выше обычного зеркала, края стекла не острые; - просто монтируются. вес акрилового зеркала 3 раза меньше обычного, что позволяет его крепить без дополнительных конструкций на обычный двухсторонний скотч; - форма зеркала может быть любой. это позволяет получить абсолютно эксклюзивное зеркало по цене самого обычного; - зеркало можно монтировать на любые округлые поверхности. зеркала обладают гибкостью; - зеркало обладает устойчивостью воздействию химических веществ, таких как: щелочь, растворители, кислота. это даёт возможность использовать его как внутри помещения, так снаружи; - имеет отличную устойчивость перепадам температуры. акриловое зеркало прекрасно выдерживает температуру от -40 до +80 градусов. форма зеркала может быть какой угодно: сердечки, силуэты, зверюшки, фрукты, деревья т.д. ограничена только полетом фантазии. мы изготовим зеркало любой формы по цене ниже рыночной. максимальный возможный размер зеркала 1600*800мм	['зеркало', 'цена', 'эксклюзивное зеркало', 'форма зеркала', 'любая форма', 'вес', 'акрил', 'максимальный возможный размер зеркала 1600*800мм', 'наши настенные фигурные зеркало', 'уникальная технологии производства', 'такая обыденная вещь', 'обычный двухсторонний скотч', 'любые округлые поверхность', 'зеркальное органическое стекло', 'химические вещества', 'тип крепления', 'размеры зеркала', 'потрясающая зеркальность', 'полёт фантазии', 'перепады температуры', 'отличная устойчивость', 'оригинальная размер', 'обычное зеркало', 'неоспоримые преимущества', 'настенные зеркало', 'настенное упаковка', 'край стекла', 'край зеркала', 'количество зеркал', 'дополнительные конструкции', 'двусторонний скотч', 'ваш дом', 'акриловый зеркало', 'акриловые зеркала', 'акриловое зеркало', '80 градусов', '3 раза', '1000 гр', '1 шт', 'щёлочь', 'характеристики', 'фрукты', 'форма', 'устойчивость', 'упаковка', 'ударопрочность', 'тип', 'температура', 'счёт', 'силуэты', 'сердечки', 'ряд', 'растворители', 'размеры', 'помещение', 'падение', 'материал', 'кислота', 'зверюшка', 'заказ', 'дхшхв', 'деревья', 'гибкость', 'возможность', 'воздействие', 'внимание', '420x400x10', '40x30']	['акриловые зеркал потрясающая зеркальность ряд неоспоримых преимуществ', 'вес акрилового зеркала 3 раза меньше обычного', 'зеркало обладает устойчивостью воздействию химических веществ', 'это позволяет получить абсолютно эксклюзивное зеркало', 'имеет отличную устойчивость перепадам температуры', 'акриловое зеркало прекрасно выдерживает температуру', 'хотите иметь абсолютно эксклюзивное зеркало', 'заказ настенные зеркала любой формы', 'это даёт возможность использовать', 'счет уникальной технологии производства', 'цена меняется пропорционально размерам', 'изготовим зеркало любой формы', 'наши настенные фигурные зеркала', '1000 гр тип крепления', 'выше обычного зеркала', 'цене самого обычного', 'размеры зеркала могут', 'зеркала обладают гибкостью', 'обычный двухсторонний скотч', 'двусторонний скотч общее', 'зеркальное органическое стекло', '40x30 см тип', 'любые округлые поверхности', 'такая обыденная вещь', 'цене ниже рыночной', '420x400x10 мм упаковка', 'ниже 150 грн', 'количество зеркал', 'абсолютно безопасны', 'края зеркала', 'форма зеркала', 'настенное упаковка', 'вашем доме', 'дополнительных конструкций', 'зеркало', 'просто монтируются', 'обратите внимание', 'совершенно необычной', 'деревья т.д', 'падении –', 'полетом фантазии', 'внутри помещения', 'края стекла', 'оригинальная размер', 'продаем изготавливаем', 'вес', 'позволяет', 'любой', 'ударопрочность 5', '+80 градусов', '1 шт', 'форма', 'акрила', 'снаружи', 'другими', 'сердечки', 'акрил', 'монтировать', 'силуэты', 'бьется', 'таких', 'ограничена', 'характеристики', 'острые', 'дхшхв', 'щелочь', 'кого', 'которого', 'крепить', 'кислота', 'угодно', 'фрукты', 'растворители', 'зверюшки', 'материал', '-40']
22829327	БЕЛЫЙ НАЛИВ 	https://prom.ua/p22829327-product.html	35402	платья женские	белый налив (папировка)» срок созревания: конец июля - начало августа. характеристика плода: характеризуется скороплодностью, урожайностью, обильным плодоношением, высокой зимостойкостью. окраска плодов зелёно-желтая, м’якоть белая, нежная, сочная, хорошего кисло-сладкого вкуса. вес: 110-140грамм. широко распространенный сорт народной селекции плодами раннелетнего созревания. деревья средних размеров, широкопирамидальной кроной молодом возрасте, которая постепенно становится округлой. съемная зрелость наступает очень рано – первой декаде августа. сразу после съема плоды готовы употреблению. хранятся они не более 2-3 недель.	['плоды', 'хорошее кисло-сладкий вкус', 'первая декада августа', 'широкопирамидальная крона', 'характеристика плода', 'съёмная зрелость', 'срок созревания', 'средние размеры', 'распространённый сорт', 'раннелетний созревание', 'окраска плодов', 'обильный плодоношение', 'начало августа', 'народная селекция', 'молодой возраст', 'конец июля', 'высокая зимостойкость', 'урожайность', 'употребление', 'съём', 'скороплодность', 'папировка', 'недели', 'м’якоть', 'деревья', 'вес', '110-140грамм']	['съемная зрелость наступает очень рано – первой декаде августа', 'широко распространенный сорт народной селекции плодами раннелетнего созревания', 'широкопирамидальной кроной молодом возрасте', 'м ’ якоть белая', 'съема плоды готовы употреблению', 'которая постепенно становится округлой', '» срок созревания', 'окраска плодов зелёно-желтая', 'хорошего кисло-сладкого вкуса', 'деревья средних размеров', 'начало августа', 'характеристика плода', '2-3 недель', 'обильным плодоношением', 'характеризуется скороплодностью', 'высокой зимостойкостью', 'белый налив', 'конец июля', '110-140грамм', 'сразу', 'папировка', 'нежная', 'вес', 'урожайностью', 'хранятся', 'сочная']
22829534	ЭРЛИ ЖЕНЕВА	https://prom.ua/p22829534-product.html	15030701	матрасы	«эрли женева» срок созревания: начало-середина июля. характеристика плода: окраска зеленовато-желтая розовым румянцем кисло-сладким вкусом. вес: 140-150 грамм. самый ранний сорт яблон, эрли женева. урожайность высокопродуктивная, регулярная. сорт очень скороплодный (через 1 год после посадки). пыльца высокой жизнеспособности. созревание неодновременное, требует 2-3 сбора. транспортабельность низкая. целесообразно выращивать на карликовых полукарлиуовых подвоях.	['женева', 'самый ранний сорт яблон', 'зеленовато-жёлтая розовое румянец', 'характеристика плода', 'срок созревания', 'начало-середина июля', 'кисло-сладкий вкус', 'карликовые полукарлиуовы', 'высокая жизнеспособность', '1 год', 'урожайность', 'транспортабельность', 'сорт', 'созревание', 'сбор', 'пыльца', 'посадка', 'подвои', 'окраска', 'граммы', 'вес']	['окраска зеленовато-желтая розовым румянцем кисло-сладким вкусом', '« эрли женева » срок созревания', 'самый ранний сорт яблон', 'сорт очень скороплодный', 'требует 2-3 сбора', 'пыльца высокой жизнеспособности', 'карликовых полукарлиуовых подвоях', 'эрли женева', 'созревание неодновременное', 'характеристика плода', 'урожайность высокопродуктивная', '140-150 грамм', 'целесообразно выращивать', 'начало-середина июля', 'транспортабельность низкая', '1 год', 'посадки', 'регулярная', 'вес']
22853398	Фланец стальной воротниковый Ду200 Ру40	https://prom.ua/p22853398-product.html	35402	платья женские	фланец стальной воротниковый ду200 ру40, куипть со склада киеве	['фланец', 'склад', 'киев']	['фланец стальной воротниковый ду200 ру40', 'куипть']
22875203	Балка двутавровая 14,16, 20	https://prom.ua/p22875203-product.html	801222	шины	продаю балку двутавровую 14,16, 20,24,30,36,45,50,60. 6-ти 12-ти метровая мера б/у лежалая, отличном состоянии.	['отличный состояние', 'метровая мера', 'балка', '6-ти', '12-ти']	['6-ти 12-ти метровая мера б/у лежалая', 'продаю балку двутавровую 14,16', 'отличном состоянии', '20,24,30,36,45,50,60']
22914710	Платье  074  В расцветках	https://prom.ua/p22914710-product.html	35402	платья женские	размеры 42-44 (подходит на s, m, l); 44-46 (подходит на l,xl,xxl) цвета: черный, бежевый, синий	['цвет', 'размеры', 's', 'm', 'l,xl,xxl', 'l']	['размеры 42-44', 'xl', 'm', 'черный', 'xxl', 'цвета', '44-46', 'бежевый', 'l', 'подходит', 's']
22914717	Платье  074 В расцветках	https://prom.ua/p22914717-product.html	35402	платья женские	размеры 42-44 (подходит на s, m, l); 44-46 (подходит на l,xl,xxl) цвета: черный, бежевый, синий	['цвет', 'размеры', 's', 'm', 'l,xl,xxl', 'l']	['размеры 42-44', 'xl', 'm', 'черный', 'xxl', 'цвета', '44-46', 'бежевый', 'l', 'подходит', 's']
22920714	Платье Леди Мун	https://prom.ua/p22920714-product.html	35402	платья женские	размеры s, m, l.	['размеры s', 'm', 'l']	['размеры s', 'm', 'l']
22921751	Платье Двухсторонний гипюр	https://prom.ua/p22921751-product.html	35402	платья женские	размеры s,m,l.	['размеры s,m,l']	['размеры s', 'm', 'l']
22921941	Платье гипюр Х.Д. 103. 777	https://prom.ua/p22921941-product.html	35402	платья женские	размеры s, m, l.	['размеры s', 'm', 'l']	['размеры s', 'm', 'l']
22922311	Платье Гипюр новый	https://prom.ua/p22922311-product.html	35402	платья женские	размеры s,	['размеры s']	['размеры s']
22930755	Платье красное барбери	https://prom.ua/p22930755-product.html	35402	платья женские	размеры s, m, l.	['размеры s', 'm', 'l']	['размеры s', 'm', 'l']
22935893	Платье №83 Нов В расцветках	https://prom.ua/p22935893-product.html	35402	платья женские	размер:с,м,л цвет:голубой,беж,коричневый, синий	[]	['л цвет', 'размер', 'м', 'голубой', 'коричневый', 'беж']
22965604	Платье нат 028	https://prom.ua/p22965604-product.html	35402	платья женские	42.44.46 внимание!!! на счет всех вещей, где есть принт лео от лосин до пальто - принт может отличаться леопарда могут быть точки по размеру оттенок чуточку отличаться зависимости от партии ткани!	['принт', 'партия ткани', 'все вещи', 'точка', 'счёт', 'размер', 'пальто', 'оттенок', 'леопард', 'лео', 'зависимость', 'внимание']	['размеру оттенок чуточку отличаться зависимости', 'отличаться леопарда могут', 'партии ткани', '42.44.46 внимание', 'принт лео', 'принт', 'точки', 'вещей', 'пальто', 'счет', 'лосин']
22972557	Автолампа OSRAM 64193 NBP H4 12 В. 60/55 Вт. +90 % P43t	https://prom.ua/p22972557-product.html	801222	шины	параметры категории: характеристики автоламп производитель osram артикул 64193 nbp код лампы ece h4 рабочее напряжение 12 в. мощность автолампы 60/55 вт. цоколь p43t цвет диаметр лампы мм. световой поток лм. световая отдача лм/вт. цветовая температура k. срок службы ч. длина лампы мм. ширина лампы мм. высота лампы мм. технология лампы галогенная страна изготовитель германия упаковка 1 шт. применение лампы головного света дополнительно +90% больше света при стандартной потребляемой мощности +10% белее свет от стандартной галогенной лампы +35 метров дальность светового конуса	['свет', 'код лампы ece h4', 'цветовая температура k', 'стандартная потребляемая мощность', 'стандартная галогенная лампа', 'ширина лампы', 'цоколь p43t', 'характеристики автоламп', 'технология лампы', 'срок службы', 'световой поток', 'световой конус', 'световая отдача', 'рабочее напряжение', 'производитель osram', 'применение лампы', 'параметры категории', 'мощность автолампы', 'длина лампы', 'диаметр лампы', 'головной свет', 'галогенная страна', 'высота лампы', '64193 nbp', '35 метров', '1 шт', 'ч', 'цвет', 'упаковка', 'лм/вт', 'изготовитель', 'дальность', 'германия', 'вт', 'артикул']	['характеристики автоламп производитель osram артикул 64193 nbp код лампы ece h4 рабочее напряжение 12 в. мощность автолампы 60/55 вт', 'цветовая температура k. срок службы ч. длина лампы мм', 'технология лампы галогенная страна изготовитель германия упаковка 1 шт', 'цоколь p43t цвет диаметр лампы мм', 'применение лампы головного света дополнительно +90', 'ширина лампы мм', 'высота лампы мм', 'стандартной потребляемой мощности +10', 'световая отдача лм/вт', 'световой поток лм', 'параметры категории', 'белее свет', 'света']
22980517	Платье пуговици рукав	https://prom.ua/p22980517-product.html	35402	платья женские	42.44.46 ткань кукуруза цвета черный т.синий бежевый минтол	['чёрный т.синий бежевый минтол', 'кукуруза цвета', 'ткань']	[]
22999936	Уплотнитель под конек+карниз для 60-го профнастила	https://prom.ua/p22999936-product.html	801222	шины	уплотнители препятствуют попаданию влаги, насекомых, птиц коньковую карнизную зону кровли	['коньковая карнизная зона кровли', 'попадание влаги', 'уплотнители', 'птицы', 'насекомые']	['уплотнители препятствуют попаданию влаги', 'насекомых']
23017670	Платье Баско рукав  (144МЮ)	https://prom.ua/p23017670-product.html	35402	платья женские	42.44.46	[]	[]
23087067	Ангора латки беж(кар)	https://prom.ua/p23087067-product.html	35402	платья женские	42.44.46	[]	[]
23087124	Платье ОКОНТОВКА цепи с голой спиной (кар)	https://prom.ua/p23087124-product.html	35402	платья женские	42.44.46	[]	[]
23087226	Платье 1201	https://prom.ua/p23087226-product.html	35402	платья женские	42.44.46	[]	[]
23090261	Платье Лусэсита 2013	https://prom.ua/p23090261-product.html	35402	платья женские	цвет:голубой,розовый,синий размер:с,м,л	[]	['синий размер', 'м', 'голубой', 'цвет', 'розовый']
23090262	Платье Лусэсита 2013 	https://prom.ua/p23090262-product.html	35402	платья женские	цвет:голубой,розовый,синий размер:с,м,л	[]	['синий размер', 'м', 'голубой', 'цвет', 'розовый']
23090449	Платье с1512 Н.А	https://prom.ua/p23090449-product.html	35402	платья женские	цвет:белый,беж размер:с,м,л	['цвет:белый,беж']	['беж размер', 'м', 'белый', 'цвет']
23090539	Плать Кармен 2013 	https://prom.ua/p23090539-product.html	35402	платья женские	цвет:серый,красный размер:с,м,л	[]	['красный размер', 'м', 'серый', 'цвет']
23090540	Плать Кармен 2013	https://prom.ua/p23090540-product.html	35402	платья женские	цвет:серый,красный размер:с,м,л	[]	['красный размер', 'м', 'серый', 'цвет']
23134208	Синтепон	https://prom.ua/p23134208-product.html	15030701	матрасы	синтепон толщина 10мм..... плотность 100 качественный синтепон	['100 качественный синтепон', 'толщина 10мм', 'синтепон', 'плотность']	[]
